sector,expectedTerritory,status,addressCount,detail
ML3 9,South Lanarkshire – Lanark,PASS,285,""
ML11 7,South Lanarkshire – Lanark,PASS,231,""
ML9 2,South Lanarkshire – Lanark,PASS,272,""
ML9 1,South Lanarkshire – Lanark,PASS,197,""
ML3 0,South Lanarkshire – Lanark,PASS,189,""
ML3 8,South Lanarkshire – Lanark,PASS,287,""
ML9 3,South Lanarkshire – Lanark,PASS,223,""
ML11 0,South Lanarkshire – Lanark,PASS,245,""
G72 7,South Lanarkshire – Hamilton,PASS,338,""
G71 5,South Lanarkshire – Hamilton,PASS,188,""
G71 6,South Lanarkshire – Hamilton,PASS,206,""
ML2 7,South Lanarkshire – Hamilton,PASS,237,""
ML4 3,South Lanarkshire – Hamilton,PASS,154,""
ML1 3,South Lanarkshire – Hamilton,PASS,315,""
ML1 2,South Lanarkshire – Hamilton,PASS,242,""
ML2 0,South Lanarkshire – Hamilton,PASS,209,""
ML4 1,South Lanarkshire – Hamilton,PASS,183,""
ML4 2,South Lanarkshire – Hamilton,PASS,233,""
G72 6,South Lanarkshire – Hamilton,PASS,63,""
G73 5,South Lanarkshire – Hamilton,PASS,163,""
G71 8,South Lanarkshire – Hamilton,PASS,244,""
G72 9,South Lanarkshire – Hamilton,PASS,273,""
G73 4,South Lanarkshire – Hamilton,PASS,196,""
G71 7,South Lanarkshire – Hamilton,PASS,270,""
ML1 1,South Lanarkshire – Hamilton,PASS,175,""
ML1 4,South Lanarkshire – Hamilton,PASS,347,""
G72 0,South Lanarkshire – Hamilton,PASS,289,""
ML2 8,South Lanarkshire – Hamilton,PASS,262,""
ML1 5,South Lanarkshire – Hamilton,PASS,316,""
G72 8,South Lanarkshire – Hamilton,PASS,319,""
PA34 5,West Dunbartonshire, Argyll & Bute and Arran,PASS,129,""
G83 0,West Dunbartonshire, Argyll & Bute and Arran,PASS,203,""
G81 1,West Dunbartonshire, Argyll & Bute and Arran,PASS,183,""
G82 1,West Dunbartonshire, Argyll & Bute and Arran,PASS,132,""
PA43 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,39,""
PA41 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,5,""
PA32 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,57,""
PA26 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,9,""
G81 5,West Dunbartonshire, Argyll & Bute and Arran,PASS,122,""
G15 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,114,""
G82 4,West Dunbartonshire, Argyll & Bute and Arran,PASS,163,""
G83 9,West Dunbartonshire, Argyll & Bute and Arran,PASS,154,""
G15 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,125,""
PA48 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,17,""
G82 3,West Dunbartonshire, Argyll & Bute and Arran,PASS,124,""
PA49 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,6,""
G82 5,West Dunbartonshire, Argyll & Bute and Arran,PASS,158,""
G81 3,West Dunbartonshire, Argyll & Bute and Arran,PASS,175,""
G60 5,West Dunbartonshire, Argyll & Bute and Arran,PASS,136,""
G15 6,West Dunbartonshire, Argyll & Bute and Arran,PASS,167,""
PA46 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,13,""
PA23 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,189,""
G81 6,West Dunbartonshire, Argyll & Bute and Arran,PASS,175,""
G84 9,West Dunbartonshire, Argyll & Bute and Arran,PASS,196,""
G83 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,42,""
PA45 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,6,""
G84 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,227,""
G81 2,West Dunbartonshire, Argyll & Bute and Arran,PASS,184,""
FK18 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,8,""
G13 4,West Dunbartonshire, Argyll & Bute and Arran,PASS,174,""
G84 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,238,""
G81 4,West Dunbartonshire, Argyll & Bute and Arran,PASS,150,""
G84 0,West Dunbartonshire, Argyll & Bute and Arran,PASS,193,""
G82 2,West Dunbartonshire, Argyll & Bute and Arran,PASS,208,""
PA20 9,West Dunbartonshire, Argyll & Bute and Arran,PASS,122,""
PA47 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,15,""
PA22 3,West Dunbartonshire, Argyll & Bute and Arran,FAIL,16,"Centroid falls outside ALL territory polygons (likely clipped by coverage mask)"
FK8 3,West Dunbartonshire, Argyll & Bute and Arran,PASS,247,""
G83 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,225,""
FK17 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,131,""
PA28 6,West Dunbartonshire, Argyll & Bute and Arran,PASS,226,""
PA35 1,West Dunbartonshire, Argyll & Bute and Arran,PASS,39,""
G63 0,West Dunbartonshire, Argyll & Bute and Arran,PASS,214,""
PA29 6,West Dunbartonshire, Argyll & Bute and Arran,PASS,79,""
PA44 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,20,""
PA42 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,57,""
PA27 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,23,""
PA20 0,West Dunbartonshire, Argyll & Bute and Arran,PASS,147,""
PA24 8,West Dunbartonshire, Argyll & Bute and Arran,FAIL,15,"Centroid falls outside ALL territory polygons (likely clipped by coverage mask)"
PA21 2,West Dunbartonshire, Argyll & Bute and Arran,PASS,46,""
FK19 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,28,""
G63 9,West Dunbartonshire, Argyll & Bute and Arran,PASS,189,""
PA23 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,232,""
PA33 1,West Dunbartonshire, Argyll & Bute and Arran,PASS,33,""
KA27 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,205,""
PA37 1,West Dunbartonshire, Argyll & Bute and Arran,PASS,102,""
PA60 7,West Dunbartonshire, Argyll & Bute and Arran,PASS,20,""
PA31 8,West Dunbartonshire, Argyll & Bute and Arran,PASS,182,""
PA34 4,West Dunbartonshire, Argyll & Bute and Arran,PASS,235,""
